,id,total_points,gameweek,total_points_scored_after_gameweek
464,466,0,1,8
1080,466,0,2,8
1708,466,0,3,8
2356,466,0,4,8
3015,466,0,5,8
3676,466,0,6,8
4340,466,0,7,8
5006,466,0,8,8
5673,466,0,9,8
6343,466,0,10,8
7017,466,0,11,8
7695,466,0,12,8
8379,466,3,13,8
9069,466,2,14,5
9762,466,3,15,3
10455,466,0,16,0
11156,466,0,17,0
11857,466,0,18,0
12562,466,0,19,0
13271,466,0,20,0
13982,466,0,21,0
14706,466,0,22,0
15435,466,0,23,0
16170,466,0,24,0
16913,466,0,25,0
17672,466,0,26,0
18435,466,0,27,0
19199,466,0,28,0
19968,466,0,29,0
20737,466,0,30,0
21508,466,0,31,0
22280,466,0,32,0
23058,466,0,33,0
23837,466,0,34,0
24617,466,0,35,0
25398,466,0,36,0
26179,466,0,37,0
26960,466,0,38,0
465,467,0,1,34
1081,467,0,2,34
1709,467,0,3,34
2357,467,0,4,34
3016,467,0,5,34
3677,467,0,6,34
4341,467,1,7,34
5007,467,3,8,33
5674,467,2,9,30
6344,467,1,10,28
7018,467,1,11,27
7696,467,0,12,26
8380,467,2,13,26
9070,467,0,14,24
9763,467,2,15,24
10456,467,0,16,22
11157,467,0,17,22
11858,467,1,18,22
12563,467,1,19,21
13272,467,0,20,20
13983,467,0,21,20
14707,467,1,22,20
15436,467,0,23,19
16171,467,0,24,19
16914,467,1,25,19
17673,467,0,26,18
18436,467,0,27,18
19200,467,1,28,18
19969,467,1,29,17
20738,467,6,30,16
21509,467,1,31,10
22281,467,1,32,9
23059,467,2,33,8
23838,467,4,34,6
24618,467,1,35,2
25399,467,1,36,1
26180,467,0,37,0
26961,467,0,38,0
466,468,0,1,0
1082,468,0,2,0
1710,468,0,3,0
2358,468,0,4,0
3017,468,0,5,0
3678,468,0,6,0
4342,468,0,7,0
5008,468,0,8,0
5675,468,0,9,0
6345,468,0,10,0
7019,468,0,11,0
7697,468,0,12,0
8381,468,0,13,0
9071,468,0,14,0
9764,468,0,15,0
10457,468,0,16,0
11158,468,0,17,0
11859,468,0,18,0
12564,468,0,19,0
13273,468,0,20,0
13984,468,0,21,0
14708,468,0,22,0
15437,468,0,23,0
16172,468,0,24,0
16915,468,0,25,0
17674,468,0,26,0
18437,468,0,27,0
19201,468,0,28,0
19970,468,0,29,0
20739,468,0,30,0
21510,468,0,31,0
22282,468,0,32,0
23060,468,0,33,0
23839,468,0,34,0
24619,468,0,35,0
25400,468,0,36,0
26181,468,0,37,0
26962,468,0,38,0
467,469,2,1,12
1083,469,4,2,10
1711,469,0,3,6
2359,469,0,4,6
3018,469,0,5,6
3679,469,0,6,6
4343,469,0,7,6
5009,469,0,8,6
5676,469,0,9,6
6346,469,0,10,6
7020,469,0,11,6
7698,469,3,12,6
8382,469,0,13,3
9072,469,0,14,3
9765,469,0,15,3
10458,469,1,16,3
11159,469,0,17,2
11860,469,0,18,2
12565,469,0,19,2
13274,469,0,20,2
13985,469,0,21,2
14709,469,0,22,2
15438,469,2,23,2
16173,469,0,24,0
16916,469,0,25,0
17675,469,0,26,0
18438,469,0,27,0
19202,469,0,28,0
19971,469,0,29,0
20740,469,0,30,0
21511,469,0,31,0
22283,469,0,32,0
23061,469,0,33,0
23840,469,0,34,0
24620,469,0,35,0
25401,469,0,36,0
26182,469,0,37,0
26963,469,0,38,0
468,470,0,1,51
1084,470,0,2,51
1712,470,0,3,51
2360,470,0,4,51
3019,470,0,5,51
3680,470,0,6,51
4344,470,1,7,51
5010,470,1,8,50
5677,470,1,9,49
6347,470,0,10,48
7021,470,1,11,48
7699,470,1,12,47
8383,470,0,13,46
9073,470,0,14,46
9766,470,0,15,46
10459,470,0,16,46
11160,470,1,17,46
11861,470,2,18,45
12566,470,2,19,43
13275,470,1,20,41
13986,470,1,21,40
14710,470,5,22,39
15439,470,2,23,34
16174,470,7,24,32
16917,470,5,25,25
17676,470,1,26,20
18439,470,0,27,19
19203,470,0,28,19
19972,470,7,29,19
20741,470,7,30,12
21512,470,1,31,5
22284,470,1,32,4
23062,470,1,33,3
23841,470,0,34,2
24621,470,1,35,2
25402,470,0,36,1
26183,470,0,37,1
26964,470,1,38,1
469,471,2,1,26
1085,471,2,2,24
1713,471,1,3,22
2361,471,0,4,21
3020,471,0,5,21
3681,471,0,6,21
4345,471,0,7,21
5011,471,1,8,21
5678,471,0,9,20
6348,471,0,10,20
7022,471,0,11,20
7700,471,0,12,20
8384,471,0,13,20
9074,471,0,14,20
9767,471,0,15,20
10460,471,0,16,20
11161,471,0,17,20
11862,471,0,18,20
12567,471,0,19,20
13276,471,0,20,20
13987,471,1,21,20
14711,471,1,22,19
15440,471,1,23,18
16175,471,1,24,17
16918,471,0,25,16
17677,471,1,26,16
18440,471,2,27,15
19204,471,7,28,13
19973,471,0,29,6
20742,471,0,30,6
21513,471,1,31,6
22285,471,1,32,5
23063,471,0,33,4
23842,471,0,34,4
24622,471,1,35,4
25403,471,1,36,3
26184,471,1,37,2
26965,471,1,38,1
470,472,1,1,31
1086,472,2,2,30
1714,472,1,3,28
2362,472,-2,4,27
3021,472,0,5,29
3682,472,0,6,29
4346,472,0,7,29
5012,472,0,8,29
5679,472,2,9,29
6349,472,6,10,27
7023,472,0,11,21
7701,472,0,12,21
8385,472,4,13,21
9075,472,-4,14,17
9768,472,0,15,21
10461,472,0,16,21
11162,472,0,17,21
11863,472,0,18,21
12568,472,0,19,21
13277,472,0,20,21
13988,472,0,21,21
14712,472,0,22,21
15441,472,0,23,21
16176,472,1,24,21
16919,472,0,25,20
17678,472,0,26,20
18441,472,0,27,20
19205,472,0,28,20
19974,472,1,29,20
20743,472,2,30,19
21514,472,0,31,17
22286,472,1,32,17
23064,472,2,33,16
23843,472,7,34,14
24623,472,0,35,7
25404,472,6,36,7
26185,472,1,37,1
26966,472,0,38,0
471,473,0,1,20
1087,473,0,2,20
1715,473,0,3,20
2363,473,1,4,20
3022,473,0,5,19
3683,473,1,6,19
4347,473,1,7,18
5013,473,0,8,17
5680,473,0,9,17
6350,473,0,10,17
7024,473,0,11,17
7702,473,0,12,17
8386,473,0,13,17
9076,473,0,14,17
9769,473,0,15,17
10462,473,0,16,17
11163,473,0,17,17
11864,473,0,18,17
12569,473,0,19,17
13278,473,0,20,17
13989,473,0,21,17
14713,473,0,22,17
15442,473,0,23,17
16177,473,0,24,17
16920,473,0,25,17
17679,473,0,26,17
18442,473,0,27,17
19206,473,0,28,17
19975,473,0,29,17
20744,473,0,30,17
21515,473,1,31,17
22287,473,1,32,16
23065,473,1,33,15
23844,473,2,34,14
24624,473,1,35,12
25405,473,1,36,11
26186,473,1,37,10
26967,473,9,38,9
472,474,1,1,43
1088,474,2,2,42
1716,474,7,3,40
2364,474,1,4,33
3023,474,2,5,32
3684,474,0,6,30
4348,474,1,7,30
5014,474,5,8,29
5681,474,0,9,24
6351,474,4,10,24
7025,474,1,11,20
7703,474,1,12,19
8387,474,2,13,18
9077,474,0,14,16
9770,474,0,15,16
10463,474,1,16,16
11164,474,5,17,15
11865,474,2,18,10
12570,474,0,19,8
13279,474,-1,20,8
13990,474,1,21,9
14714,474,0,22,8
15443,474,1,23,8
16178,474,0,24,7
16921,474,1,25,7
17680,474,0,26,6
18443,474,0,27,6
19207,474,1,28,6
19976,474,1,29,5
20745,474,1,30,4
21516,474,1,31,3
22288,474,1,32,2
23066,474,0,33,1
23845,474,0,34,1
24625,474,0,35,1
25406,474,0,36,1
26187,474,0,37,1
26968,474,1,38,1
473,475,0,1,6
1089,475,1,2,6
1717,475,0,3,5
2365,475,0,4,5
3024,475,1,5,5
3685,475,1,6,4
4349,475,1,7,3
5015,475,1,8,2
5682,475,0,9,1
6352,475,0,10,1
7026,475,0,11,1
7704,475,0,12,1
8388,475,0,13,1
9078,475,1,14,1
9771,475,0,15,0
10464,475,0,16,0
11165,475,0,17,0
11866,475,0,18,0
12571,475,0,19,0
13280,475,-1,20,0
13991,475,0,21,1
14715,475,0,22,1
15444,475,0,23,1
16179,475,0,24,1
16922,475,0,25,1
17681,475,0,26,1
18444,475,0,27,1
19208,475,0,28,1
19977,475,0,29,1
20746,475,0,30,1
21517,475,0,31,1
22289,475,0,32,1
23067,475,0,33,1
23846,475,0,34,1
24626,475,0,35,1
25407,475,0,36,1
26188,475,0,37,1
26969,475,1,38,1
474,476,2,1,54
1090,476,2,2,52
1718,476,1,3,50
2366,476,1,4,49
3025,476,0,5,48
3686,476,0,6,48
4350,476,0,7,48
5016,476,4,8,48
5683,476,2,9,44
6353,476,9,10,42
7027,476,0,11,33
7705,476,1,12,33
8389,476,1,13,32
9079,476,3,14,31
9772,476,2,15,28
10465,476,0,16,26
11166,476,6,17,26
11867,476,2,18,20
12572,476,1,19,18
13281,476,-1,20,17
13992,476,1,21,18
14716,476,0,22,17
15445,476,1,23,17
16180,476,2,24,16
16923,476,1,25,14
17682,476,0,26,13
18445,476,0,27,13
19209,476,1,28,13
19978,476,1,29,12
20747,476,2,30,11
21518,476,1,31,9
22290,476,1,32,8
23068,476,5,33,7
23847,476,1,34,2
24627,476,1,35,1
25408,476,0,36,0
26189,476,0,37,0
26970,476,0,38,0
475,477,0,1,14
1091,477,0,2,14
1719,477,0,3,14
2367,477,0,4,14
3026,477,0,5,14
3687,477,0,6,14
4351,477,0,7,14
5017,477,0,8,14
5684,477,0,9,14
6354,477,0,10,14
7028,477,0,11,14
7706,477,0,12,14
8390,477,0,13,14
9080,477,0,14,14
9773,477,1,15,14
10466,477,1,16,13
11167,477,8,17,12
11868,477,1,18,4
12573,477,1,19,3
13282,477,1,20,2
13993,477,0,21,1
14717,477,0,22,1
15446,477,0,23,1
16181,477,0,24,1
16924,477,0,25,1
17683,477,0,26,1
18446,477,0,27,1
19210,477,0,28,1
19979,477,0,29,1
20748,477,0,30,1
21519,477,0,31,1
22291,477,0,32,1
23069,477,0,33,1
23848,477,0,34,1
24628,477,0,35,1
25409,477,0,36,1
26190,477,0,37,1
26971,477,1,38,1
476,478,0,1,0
1092,478,0,2,0
1720,478,0,3,0
2368,478,0,4,0
3027,478,0,5,0
3688,478,0,6,0
4352,478,0,7,0
5018,478,0,8,0
5685,478,0,9,0
6355,478,0,10,0
7029,478,0,11,0
7707,478,0,12,0
8391,478,0,13,0
9081,478,0,14,0
9774,478,0,15,0
10467,478,0,16,0
11168,478,0,17,0
11869,478,0,18,0
12574,478,0,19,0
13283,478,0,20,0
13994,478,0,21,0
14718,478,0,22,0
15447,478,0,23,0
16182,478,0,24,0
16925,478,0,25,0
17684,478,0,26,0
18447,478,0,27,0
19211,478,0,28,0
19980,478,0,29,0
20749,478,0,30,0
21520,478,0,31,0
22292,478,0,32,0
23070,478,0,33,0
23849,478,0,34,0
24629,478,0,35,0
25410,478,0,36,0
26191,478,0,37,0
26972,478,0,38,0
477,479,0,1,1
1093,479,0,2,1
1721,479,0,3,1
2369,479,0,4,1
3028,479,0,5,1
3689,479,0,6,1
4353,479,0,7,1
5019,479,0,8,1
5686,479,0,9,1
6356,479,0,10,1
7030,479,0,11,1
7708,479,0,12,1
8392,479,0,13,1
9082,479,0,14,1
9775,479,0,15,1
10468,479,0,16,1
11169,479,0,17,1
11870,479,0,18,1
12575,479,0,19,1
13284,479,1,20,1
13995,479,0,21,0
14719,479,0,22,0
15448,479,0,23,0
16183,479,0,24,0
16926,479,0,25,0
17685,479,0,26,0
18448,479,0,27,0
19212,479,0,28,0
19981,479,0,29,0
20750,479,0,30,0
21521,479,0,31,0
22293,479,0,32,0
23071,479,0,33,0
23850,479,0,34,0
24630,479,0,35,0
25411,479,0,36,0
26192,479,0,37,0
26973,479,0,38,0
478,480,1,1,49
1094,480,0,2,48
1722,480,0,3,48
2370,480,1,4,48
3029,480,2,5,47
3690,480,3,6,45
4354,480,2,7,42
5020,480,1,8,40
5687,480,1,9,39
6357,480,1,10,38
7031,480,7,11,37
7709,480,0,12,30
8393,480,0,13,30
9083,480,0,14,30
9776,480,0,15,30
10469,480,0,16,30
11170,480,0,17,30
11871,480,2,18,30
12576,480,6,19,28
13285,480,0,20,22
13996,480,0,21,22
14720,480,0,22,22
15449,480,2,23,22
16184,480,3,24,20
16927,480,3,25,17
17686,480,2,26,14
18449,480,1,27,12
19213,480,1,28,11
19982,480,2,29,10
20751,480,2,30,8
21522,480,1,31,6
22294,480,1,32,5
23072,480,2,33,4
23851,480,0,34,2
24631,480,0,35,2
25412,480,0,36,2
26193,480,1,37,2
26974,480,1,38,1
479,481,1,1,44
1095,481,1,2,43
1723,481,1,3,42
2371,481,0,4,41
3030,481,1,5,41
3691,481,1,6,40
4355,481,0,7,39
5021,481,0,8,39
5688,481,0,9,39
6358,481,0,10,39
7032,481,0,11,39
7710,481,1,12,39
8394,481,1,13,38
9084,481,1,14,37
9777,481,1,15,36
10470,481,2,16,35
11171,481,0,17,33
11872,481,1,18,33
12577,481,0,19,32
13286,481,2,20,32
13997,481,2,21,30
14721,481,1,22,28
15450,481,2,23,27
16185,481,1,24,25
16928,481,6,25,24
17687,481,2,26,18
18450,481,2,27,16
19214,481,4,28,14
19983,481,1,29,10
20752,481,2,30,9
21523,481,3,31,7
22295,481,1,32,4
23073,481,1,33,3
23852,481,2,34,2
24632,481,0,35,0
25413,481,0,36,0
26194,481,0,37,0
26975,481,0,38,0
480,482,0,1,50
1096,482,9,2,50
1724,482,1,3,41
2372,482,0,4,40
3031,482,0,5,40
3692,482,0,6,40
4356,482,1,7,40
5022,482,10,8,39
5689,482,2,9,29
6359,482,1,10,27
7033,482,1,11,26
7711,482,2,12,25
8395,482,2,13,23
9085,482,1,14,21
9778,482,1,15,20
10471,482,0,16,19
11172,482,2,17,19
11873,482,1,18,17
12578,482,2,19,16
13287,482,1,20,14
13998,482,1,21,13
14722,482,0,22,12
15451,482,0,23,12
16186,482,3,24,12
16929,482,1,25,9
17688,482,1,26,8
18451,482,0,27,7
19215,482,0,28,7
19984,482,1,29,7
20753,482,0,30,6
21524,482,1,31,6
22296,482,0,32,5
23074,482,0,33,5
23853,482,0,34,5
24633,482,2,35,5
25414,482,1,36,3
26195,482,1,37,2
26976,482,1,38,1
481,483,0,1,0
1097,483,0,2,0
1725,483,0,3,0
2373,483,0,4,0
3032,483,0,5,0
3693,483,0,6,0
4357,483,0,7,0
5023,483,0,8,0
5690,483,0,9,0
6360,483,0,10,0
7034,483,0,11,0
7712,483,0,12,0
8396,483,0,13,0
9086,483,0,14,0
9779,483,0,15,0
10472,483,0,16,0
11173,483,0,17,0
11874,483,0,18,0
12579,483,0,19,0
13288,483,0,20,0
13999,483,0,21,0
14723,483,0,22,0
15452,483,0,23,0
16187,483,0,24,0
16930,483,0,25,0
17689,483,0,26,0
18452,483,0,27,0
19216,483,0,28,0
19985,483,0,29,0
20754,483,0,30,0
21525,483,0,31,0
22297,483,0,32,0
23075,483,0,33,0
23854,483,0,34,0
24634,483,0,35,0
25415,483,0,36,0
26196,483,0,37,0
26977,483,0,38,0
482,484,0,1,28
1098,484,0,2,28
1726,484,0,3,28
2374,484,0,4,28
3033,484,0,5,28
3694,484,0,6,28
4358,484,0,7,28
5024,484,0,8,28
5691,484,0,9,28
6361,484,1,10,28
7035,484,0,11,27
7713,484,6,12,27
8397,484,2,13,21
9087,484,1,14,19
9780,484,0,15,18
10473,484,0,16,18
11174,484,0,17,18
11875,484,0,18,18
12580,484,0,19,18
13289,484,0,20,18
14000,484,0,21,18
14724,484,1,22,18
15453,484,1,23,17
16188,484,6,24,16
16931,484,5,25,10
17690,484,0,26,5
18453,484,0,27,5
19217,484,0,28,5
19986,484,1,29,5
20755,484,0,30,4
21526,484,2,31,4
22298,484,-1,32,2
23076,484,1,33,3
23855,484,0,34,2
24635,484,1,35,2
25416,484,1,36,1
26197,484,1,37,0
26978,484,-1,38,-1
483,485,0,1,0
1099,485,0,2,0
1727,485,0,3,0
2375,485,0,4,0
3034,485,0,5,0
3695,485,0,6,0
4359,485,0,7,0
5025,485,0,8,0
5692,485,0,9,0
6362,485,0,10,0
7036,485,0,11,0
7714,485,0,12,0
8398,485,0,13,0
9088,485,0,14,0
9781,485,0,15,0
10474,485,0,16,0
11175,485,0,17,0
11876,485,0,18,0
12581,485,0,19,0
13290,485,0,20,0
14001,485,0,21,0
14725,485,0,22,0
15454,485,0,23,0
16189,485,0,24,0
16932,485,0,25,0
17691,485,0,26,0
18454,485,0,27,0
19218,485,0,28,0
19987,485,0,29,0
20756,485,0,30,0
21527,485,0,31,0
22299,485,0,32,0
23077,485,0,33,0
23856,485,0,34,0
24636,485,0,35,0
25417,485,0,36,0
26198,485,0,37,0
26979,485,0,38,0
484,486,0,1,24
1100,486,0,2,24
1728,486,1,3,24
2376,486,0,4,23
3035,486,0,5,23
3696,486,1,6,23
4360,486,0,7,22
5026,486,0,8,22
5693,486,0,9,22
6363,486,2,10,22
7037,486,1,11,20
7715,486,6,12,19
8399,486,2,13,13
9089,486,2,14,11
9782,486,0,15,9
10475,486,6,16,9
11176,486,-1,17,3
11877,486,1,18,4
12582,486,1,19,3
13291,486,0,20,2
14002,486,1,21,2
14726,486,0,22,1
15455,486,1,23,1
16190,486,0,24,0
16933,486,0,25,0
17692,486,0,26,0
18455,486,0,27,0
19219,486,0,28,0
19988,486,0,29,0
20757,486,0,30,0
21528,486,0,31,0
22300,486,0,32,0
23078,486,0,33,0
23857,486,0,34,0
24637,486,0,35,0
25418,486,0,36,0
26199,486,0,37,0
26980,486,0,38,0
485,487,0,1,0
1101,487,0,2,0
1729,487,0,3,0
2377,487,0,4,0
3036,487,0,5,0
3697,487,0,6,0
4361,487,0,7,0
5027,487,0,8,0
5694,487,0,9,0
6364,487,0,10,0
7038,487,0,11,0
7716,487,0,12,0
8400,487,0,13,0
9090,487,0,14,0
9783,487,0,15,0
10476,487,0,16,0
11177,487,0,17,0
11878,487,0,18,0
12583,487,0,19,0
13292,487,0,20,0
14003,487,0,21,0
14727,487,0,22,0
15456,487,0,23,0
16191,487,0,24,0
16934,487,0,25,0
17693,487,0,26,0
18456,487,0,27,0
19220,487,0,28,0
19989,487,0,29,0
20758,487,0,30,0
21529,487,0,31,0
22301,487,0,32,0
23079,487,0,33,0
23858,487,0,34,0
24638,487,0,35,0
25419,487,0,36,0
26200,487,0,37,0
26981,487,0,38,0
486,488,0,1,19
1102,488,0,2,19
1730,488,0,3,19
2378,488,0,4,19
3037,488,0,5,19
3698,488,0,6,19
4362,488,0,7,19
5028,488,0,8,19
5695,488,0,9,19
6365,488,0,10,19
7039,488,0,11,19
7717,488,0,12,19
8401,488,3,13,19
9091,488,4,14,16
9784,488,1,15,12
10477,488,7,16,11
11178,488,1,17,4
11879,488,2,18,3
12584,488,1,19,1
13293,488,0,20,0
14004,488,0,21,0
14728,488,0,22,0
15457,488,0,23,0
16192,488,0,24,0
16935,488,0,25,0
17694,488,0,26,0
18457,488,0,27,0
19221,488,0,28,0
19990,488,0,29,0
20759,488,0,30,0
21530,488,0,31,0
22302,488,0,32,0
23080,488,0,33,0
23859,488,0,34,0
24639,488,0,35,0
25420,488,0,36,0
26201,488,0,37,0
26982,488,0,38,0
487,489,1,1,45
1103,489,1,2,44
1731,489,0,3,43
2379,489,0,4,43
3038,489,1,5,43
3699,489,0,6,42
4363,489,0,7,42
5029,489,1,8,42
5696,489,0,9,41
6366,489,1,10,41
7040,489,0,11,40
7718,489,0,12,40
8402,489,1,13,40
9092,489,2,14,39
9785,489,1,15,37
10478,489,3,16,36
11179,489,2,17,33
11880,489,2,18,31
12585,489,2,19,29
13294,489,2,20,27
14005,489,2,21,25
14729,489,0,22,23
15458,489,2,23,23
16193,489,3,24,21
16936,489,1,25,18
17695,489,2,26,17
18458,489,2,27,15
19222,489,0,28,13
19991,489,2,29,13
20760,489,0,30,11
21531,489,1,31,11
22303,489,2,32,10
23081,489,0,33,8
23860,489,1,34,8
24640,489,2,35,7
25421,489,2,36,5
26202,489,1,37,3
26983,489,2,38,2
488,490,0,1,0
1104,490,0,2,0
1732,490,0,3,0
2380,490,0,4,0
3039,490,0,5,0
3700,490,0,6,0
4364,490,0,7,0
5030,490,0,8,0
5697,490,0,9,0
6367,490,0,10,0
7041,490,0,11,0
7719,490,0,12,0
8403,490,0,13,0
9093,490,0,14,0
9786,490,0,15,0
10479,490,0,16,0
11180,490,0,17,0
11881,490,0,18,0
12586,490,0,19,0
13295,490,0,20,0
14006,490,0,21,0
14730,490,0,22,0
15459,490,0,23,0
16194,490,0,24,0
16937,490,0,25,0
17696,490,0,26,0
18459,490,0,27,0
19223,490,0,28,0
19992,490,0,29,0
20761,490,0,30,0
21532,490,0,31,0
22304,490,0,32,0
23082,490,0,33,0
23861,490,0,34,0
24641,490,0,35,0
25422,490,0,36,0
26203,490,0,37,0
26984,490,0,38,0
489,491,2,1,137
1105,491,3,2,135
1733,491,4,3,132
2381,491,2,4,128
3040,491,7,5,126
3701,491,11,6,119
4365,491,7,7,108
5031,491,2,8,101
5698,491,1,9,99
6368,491,8,10,98
7042,491,2,11,90
7720,491,6,12,88
8404,491,10,13,82
9094,491,2,14,72
9787,491,4,15,70
10480,491,0,16,66
11181,491,4,17,66
11882,491,2,18,62
12587,491,9,19,60
13296,491,2,20,51
14007,491,1,21,49
14731,491,0,22,48
15460,491,0,23,48
16195,491,0,24,48
16938,491,1,25,48
17697,491,14,26,47
18460,491,2,27,33
19224,491,1,28,31
19993,491,1,29,30
20762,491,0,30,29
21533,491,18,31,29
22305,491,5,32,11
23083,491,1,33,6
23862,491,2,34,5
24642,491,0,35,3
25423,491,0,36,3
26204,491,1,37,3
26985,491,2,38,2
490,492,1,1,117
1106,492,6,2,116
1734,492,2,3,110
2382,492,1,4,108
3041,492,2,5,107
3702,492,11,6,105
4366,492,1,7,94
5032,492,9,8,93
5699,492,1,9,84
6369,492,5,10,83
7043,492,2,11,78
7721,492,6,12,76
8405,492,1,13,70
9095,492,2,14,69
9788,492,7,15,67
10481,492,8,16,60
11182,492,7,17,52
11883,492,2,18,45
12588,492,5,19,43
13297,492,2,20,38
14008,492,2,21,36
14732,492,9,22,34
15461,492,2,23,25
16196,492,3,24,23
16939,492,3,25,20
17698,492,9,26,17
18461,492,1,27,8
19225,492,0,28,7
19994,492,0,29,7
20763,492,0,30,7
21534,492,0,31,7
22306,492,1,32,7
23084,492,2,33,6
23863,492,1,34,4
24643,492,2,35,3
25424,492,1,36,1
26205,492,0,37,0
26986,492,0,38,0
491,493,0,1,0
1107,493,0,2,0
1735,493,0,3,0
2383,493,0,4,0
3042,493,0,5,0
3703,493,0,6,0
4367,493,0,7,0
5033,493,0,8,0
5700,493,0,9,0
6370,493,0,10,0
7044,493,0,11,0
7722,493,0,12,0
8406,493,0,13,0
9096,493,0,14,0
9789,493,0,15,0
10482,493,0,16,0
11183,493,0,17,0
11884,493,0,18,0
12589,493,0,19,0
13298,493,0,20,0
14009,493,0,21,0
14733,493,0,22,0
15462,493,0,23,0
16197,493,0,24,0
16940,493,0,25,0
17699,493,0,26,0
18462,493,0,27,0
19226,493,0,28,0
19995,493,0,29,0
20764,493,0,30,0
21535,493,0,31,0
22307,493,0,32,0
23085,493,0,33,0
23864,493,0,34,0
24644,493,0,35,0
25425,493,0,36,0
26206,493,0,37,0
26987,493,0,38,0
492,494,5,1,133
1108,494,6,2,128
1736,494,1,3,122
2384,494,2,4,121
3043,494,12,5,119
3704,494,3,6,107
4368,494,10,7,104
5034,494,4,8,94
5701,494,2,9,90
6371,494,6,10,88
7045,494,1,11,82
7723,494,16,12,81
8407,494,2,13,65
9097,494,2,14,63
9790,494,4,15,61
10483,494,15,16,57
11184,494,6,17,42
11885,494,0,18,36
12590,494,1,19,36
13299,494,1,20,35
14010,494,1,21,34
14734,494,2,22,33
15463,494,0,23,31
16198,494,0,24,31
16941,494,10,25,31
17700,494,4,26,21
18463,494,1,27,17
19227,494,0,28,16
19996,494,1,29,16
20765,494,2,30,15
21536,494,7,31,13
22308,494,2,32,6
23086,494,0,33,4
23865,494,4,34,4
24645,494,0,35,0
25426,494,0,36,0
26207,494,0,37,0
26988,494,0,38,0
493,495,9,1,98
1109,495,6,2,89
1737,495,1,3,83
2385,495,2,4,82
3044,495,2,5,80
3705,495,5,6,78
4369,495,1,7,73
5035,495,2,8,72
5702,495,2,9,70
6372,495,1,10,68
7046,495,4,11,67
7724,495,14,12,63
8408,495,2,13,49
9098,495,1,14,47
9791,495,3,15,46
10484,495,6,16,43
11185,495,-1,17,37
11886,495,1,18,38
12591,495,4,19,37
13300,495,4,20,33
14011,495,1,21,29
14735,495,1,22,28
15464,495,6,23,27
16199,495,6,24,21
16942,495,6,25,15
17701,495,1,26,9
18464,495,2,27,8
19228,495,1,28,6
19997,495,0,29,5
20766,495,0,30,5
21537,495,1,31,5
22309,495,0,32,4
23087,495,5,33,4
23866,495,0,34,-1
24646,495,0,35,-1
25427,495,0,36,-1
26208,495,0,37,-1
26989,495,-1,38,-1
494,496,0,1,2
1110,496,0,2,2
1738,496,0,3,2
2386,496,0,4,2
3045,496,0,5,2
3706,496,0,6,2
4370,496,0,7,2
5036,496,0,8,2
5703,496,0,9,2
6373,496,0,10,2
7047,496,0,11,2
7725,496,0,12,2
8409,496,0,13,2
9099,496,0,14,2
9792,496,0,15,2
10485,496,0,16,2
11186,496,0,17,2
11887,496,0,18,2
12592,496,1,19,2
13301,496,0,20,1
14012,496,0,21,1
14736,496,0,22,1
15465,496,0,23,1
16200,496,0,24,1
16943,496,0,25,1
17702,496,0,26,1
18465,496,0,27,1
19229,496,0,28,1
19998,496,0,29,1
20767,496,0,30,1
21538,496,0,31,1
22310,496,0,32,1
23088,496,0,33,1
23867,496,0,34,1
24647,496,0,35,1
25428,496,0,36,1
26209,496,1,37,1
26990,496,0,38,0
495,497,1,1,35
1111,497,1,2,34
1739,497,0,3,33
2387,497,0,4,33
3046,497,0,5,33
3707,497,0,6,33
4371,497,0,7,33
5037,497,1,8,33
5704,497,0,9,32
6374,497,4,10,32
7048,497,0,11,28
7726,497,0,12,28
8410,497,0,13,28
9100,497,0,14,28
9793,497,0,15,28
10486,497,0,16,28
11187,497,0,17,28
11888,497,0,18,28
12593,497,0,19,28
13302,497,0,20,28
14013,497,1,21,28
14737,497,5,22,27
15466,497,5,23,22
16201,497,2,24,17
16944,497,0,25,15
17703,497,0,26,15
18466,497,0,27,15
19230,497,0,28,15
19999,497,0,29,15
20768,497,0,30,15
21539,497,0,31,15
22311,497,5,32,15
23089,497,6,33,10
23868,497,0,34,4
24648,497,2,35,4
25429,497,0,36,2
26210,497,1,37,2
26991,497,1,38,1
496,498,2,1,49
1112,498,14,2,47
1740,498,1,3,33
2388,498,2,4,32
3047,498,2,5,30
3708,498,6,6,28
4372,498,1,7,22
5038,498,2,8,21
5705,498,2,9,19
6375,498,1,10,17
7049,498,1,11,16
7727,498,0,12,15
8411,498,0,13,15
9101,498,0,14,15
9794,498,1,15,15
10487,498,0,16,14
11188,498,0,17,14
11889,498,0,18,14
12594,498,0,19,14
13303,498,0,20,14
14014,498,0,21,14
14738,498,0,22,14
15467,498,0,23,14
16202,498,0,24,14
16945,498,0,25,14
17704,498,0,26,14
18467,498,0,27,14
19231,498,2,28,14
20000,498,7,29,12
20769,498,1,30,5
21540,498,2,31,4
22312,498,3,32,2
23090,498,-1,33,-1
23869,498,0,34,0
24649,498,0,35,0
25430,498,0,36,0
26211,498,0,37,0
26992,498,0,38,0
497,499,2,1,71
1113,499,1,2,69
1741,499,0,3,68
2389,499,1,4,68
3048,499,1,5,67
3709,499,4,6,66
4373,499,1,7,62
5039,499,4,8,61
5706,499,1,9,57
6376,499,2,10,56
7050,499,2,11,54
7728,499,2,12,52
8412,499,2,13,50
9102,499,1,14,48
9795,499,1,15,47
10488,499,9,16,46
11189,499,1,17,37
